ensembl_gene_id	ensembl_transcript_id	rgd_symbol	entrezgene_id
ENSRNOG00000048744	ENSRNOT00000071756	LOC100910928	100910928
ENSRNOG00000019763	ENSRNOT00000026795	Mlph	316620
ENSRNOG00000019763	ENSRNOT00000080449	Mlph	316620
ENSRNOG00000056866	ENSRNOT00000080054		
ENSRNOG00000012055	ENSRNOT00000016281	Man2a2	308757
ENSRNOG00000012055	ENSRNOT00000078982	Man2a2	308757
ENSRNOG00000045206	ENSRNOT00000070473		
ENSRNOG00000002312	ENSRNOT00000003146	Atp10d	360932
ENSRNOG00000004650	ENSRNOT00000041903	Begain	79146
ENSRNOG00000004650	ENSRNOT00000082216	Begain	79146
ENSRNOG00000050363	ENSRNOT00000051234	Olr838	366362
ENSRNOG00000050668	ENSRNOT00000074466	LOC100910597	365334
ENSRNOG00000050668	ENSRNOT00000074466	Olr158	365334
ENSRNOG00000002609	ENSRNOT00000085669	Ero1lb	364755
ENSRNOG00000002609	ENSRNOT00000003526	Ero1lb	364755
ENSRNOG00000014152	ENSRNOT00000078994	Kcnip3	65199
ENSRNOG00000014152	ENSRNOT00000047158	Kcnip3	65199
ENSRNOG00000005512	ENSRNOT00000007567	Ndufa4	681024
ENSRNOG00000033665	ENSRNOT00000049722	Mrgprx2	
ENSRNOG00000007041	ENSRNOT00000088983	Abcg2	312382
ENSRNOG00000007041	ENSRNOT00000009546	Abcg2	312382
ENSRNOG00000048572	ENSRNOT00000074426		
ENSRNOG00000005715	ENSRNOT00000007681	Lgr4	286994
ENSRNOG00000016291	ENSRNOT00000021866	Marveld3	498950
ENSRNOG00000016291	ENSRNOT00000079730	Marveld3	498950
ENSRNOG00000004461	ENSRNOT00000005899	Flywch2	
ENSRNOG00000043113	ENSRNOT00000068065	Fam43b	313650
ENSRNOG00000056135	ENSRNOT00000085118		83514
ENSRNOG00000000277	ENSRNOT00000000302	Tet1	309902
ENSRNOG00000000277	ENSRNOT00000057939	Tet1	309902
ENSRNOG00000046779	ENSRNOT00000091911	LOC100910885	362951
ENSRNOG00000046779	ENSRNOT00000074245	LOC100910885	362951
ENSRNOG00000046779	ENSRNOT00000091911	LOC100910885	100911562
ENSRNOG00000046779	ENSRNOT00000074245	LOC100910885	100911562
ENSRNOG00000046779	ENSRNOT00000091911	LOC100910885	103690359
ENSRNOG00000046779	ENSRNOT00000074245	LOC100910885	103690359
ENSRNOG00000046779	ENSRNOT00000091911	RGD1309808	362951
ENSRNOG00000046779	ENSRNOT00000074245	RGD1309808	362951
ENSRNOG00000046779	ENSRNOT00000091911	RGD1309808	100911562
ENSRNOG00000046779	ENSRNOT00000074245	RGD1309808	100911562
ENSRNOG00000046779	ENSRNOT00000091911	RGD1309808	103690359
ENSRNOG00000046779	ENSRNOT00000074245	RGD1309808	103690359
ENSRNOG00000050378	ENSRNOT00000074028		
ENSRNOG00000004588	ENSRNOT00000006050	LOC100910429	315211
ENSRNOG00000004588	ENSRNOT00000006050	Zbed4	315211
ENSRNOG00000012988	ENSRNOT00000017442	Lix1	292381
ENSRNOG00000052071	ENSRNOT00000082758	Olr851	298040
ENSRNOG00000042785	ENSRNOT00000067455	Sesn2	502988
ENSRNOG00000038607	ENSRNOT00000090065	Tmem86b	690610
ENSRNOG00000038607	ENSRNOT00000041527	Tmem86b	690610
ENSRNOG00000009521	ENSRNOT00000012614	RGD2320734	
ENSRNOG00000009521	ENSRNOT00000012614	Uqcr10	
ENSRNOG00000011182	ENSRNOT00000015221	Aanat	25120
ENSRNOG00000054188	ENSRNOT00000082201		
ENSRNOG00000036272	ENSRNOT00000054395	Mir490	
ENSRNOG00000003494	ENSRNOT00000039540	Ppfia4	140592
ENSRNOG00000003084	ENSRNOT00000004232	Parp1	25591
ENSRNOG00000020103	ENSRNOT00000027229	Pcdhb1	364841
ENSRNOG00000026910	ENSRNOT00000037128	Gjb4	117055
ENSRNOG00000009713	ENSRNOT00000013246	Oxa1l	691393
ENSRNOG00000011639	ENSRNOT00000015864	Mrpl47	294963
ENSRNOG00000000021	ENSRNOT00000000022		
ENSRNOG00000042612	ENSRNOT00000064936	Rnase12	364302
ENSRNOG00000054072	ENSRNOT00000091463		
ENSRNOG00000036451	ENSRNOT00000054562		
ENSRNOG00000060385	ENSRNOT00000079851		
ENSRNOG00000022296	ENSRNOT00000039228	Pnpla5	300108
ENSRNOG00000059203	ENSRNOT00000084514		
ENSRNOG00000021521	ENSRNOT00000026262	Chst5	307859
ENSRNOG00000002215	ENSRNOT00000085618	Mylk	288057
ENSRNOG00000002215	ENSRNOT00000067060	Mylk	288057
ENSRNOG00000054124	ENSRNOT00000090594		
ENSRNOG00000027277	ENSRNOT00000027009	Pcdhga8	
ENSRNOG00000039656	ENSRNOT00000060818	Abca17	287112
ENSRNOG00000056900	ENSRNOT00000087833		
ENSRNOG00000039666	ENSRNOT00000045753	Srpx	64316
ENSRNOG00000008767	ENSRNOT00000011631	Atg4c	313391
ENSRNOG00000055461	ENSRNOT00000082980		
ENSRNOG00000012536	ENSRNOT00000087588	Sgms1	353229
ENSRNOG00000012536	ENSRNOT00000079227	Sgms1	353229
ENSRNOG00000012536	ENSRNOT00000054761	Sgms1	353229
ENSRNOG00000012536	ENSRNOT00000079942	Sgms1	353229
ENSRNOG00000043303	ENSRNOT00000023213	LOC100910107	689730
ENSRNOG00000043303	ENSRNOT00000023213	LOC100910107	100910107
ENSRNOG00000043303	ENSRNOT00000023213	LOC689730	689730
ENSRNOG00000043303	ENSRNOT00000023213	LOC689730	100910107
ENSRNOG00000043303	ENSRNOT00000023213	RGD1565607	689730
ENSRNOG00000043303	ENSRNOT00000023213	RGD1565607	100910107
ENSRNOG00000043303	ENSRNOT00000023213	Usp17l5	689730
ENSRNOG00000043303	ENSRNOT00000023213	Usp17l5	100910107
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h2ail1	684762
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h2ail1	684841
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h2ail1	690126
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3a	684762
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3a	684841
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3a	690126
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3c	684762
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3c	684841
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3c	690126
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3f	684762
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3f	684841
ENSRNOG00000049198	ENSRNOT00000074024	Hist1h3f	690126
ENSRNOG00000049198	ENSRNOT00000074024	Hist2h3c2	684762
ENSRNOG00000049198	ENSRNOT00000074024	Hist2h3c2	684841
ENSRNOG00000049198	ENSRNOT00000074024	Hist2h3c2	690126
ENSRNOG00000049198	ENSRNOT00000074024	LOC102549173	684762
ENSRNOG00000049198	ENSRNOT00000074024	LOC102549173	684841
ENSRNOG00000049198	ENSRNOT00000074024	LOC102549173	690126
ENSRNOG00000049198	ENSRNOT00000074024	LOC684762	684762
ENSRNOG00000049198	ENSRNOT00000074024	LOC684762	684841
ENSRNOG00000049198	ENSRNOT00000074024	LOC684762	690126
ENSRNOG00000049198	ENSRNOT00000074024	LOC684819	684762
ENSRNOG00000049198	ENSRNOT00000074024	LOC684819	684841
ENSRNOG00000049198	ENSRNOT00000074024	LOC684819	690126
ENSRNOG00000049198	ENSRNOT00000074024	LOC684841	684762
ENSRNOG00000049198	ENSRNOT00000074024	LOC684841	684841
ENSRNOG00000049198	ENSRNOT00000074024	LOC684841	690126
ENSRNOG00000056612	ENSRNOT00000080662		
ENSRNOG00000056612	ENSRNOT00000091661		
ENSRNOG00000008056	ENSRNOT00000010610	Ankrd9	314457
ENSRNOG00000030162	ENSRNOT00000043609	LOC102554167	
ENSRNOG00000018075	ENSRNOT00000024447	Spcs1	
ENSRNOG00000008834	ENSRNOT00000011926	Dach1	
ENSRNOG00000014819	ENSRNOT00000090702	Hap1	29430
ENSRNOG00000014819	ENSRNOT00000020603	Hap1	29430
ENSRNOG00000059024	ENSRNOT00000084288		
ENSRNOG00000052759	ENSRNOT00000072888		
ENSRNOG00000001431	ENSRNOT00000001943	Rasa4	288589
ENSRNOG00000001431	ENSRNOT00000064405	Rasa4	288589
ENSRNOG00000002800	ENSRNOT00000003772	Gdpd2	302421
ENSRNOG00000002800	ENSRNOT00000076018	Gdpd2	302421
ENSRNOG00000002800	ENSRNOT00000076496	Gdpd2	302421
ENSRNOG00000002800	ENSRNOT00000076302	Gdpd2	302421
ENSRNOG00000026649	ENSRNOT00000047210	Dnmt3a	444984
ENSRNOG00000026649	ENSRNOT00000089093	Dnmt3a	444984
ENSRNOG00000009667	ENSRNOT00000014269	Mlst8	64226
ENSRNOG00000047534	ENSRNOT00000071312		
ENSRNOG00000000262	ENSRNOT00000000279	Zfp821	
ENSRNOG00000018453	ENSRNOT00000024938	Nop2	314969
ENSRNOG00000059285	ENSRNOT00000085955		
ENSRNOG00000010812	ENSRNOT00000091211	Osbpl6	311129
ENSRNOG00000010812	ENSRNOT00000068199	Osbpl6	311129
ENSRNOG00000055770	ENSRNOT00000072167		
ENSRNOG00000052064	ENSRNOT00000085216		689069
ENSRNOG00000016913	ENSRNOT00000022839	Stk36	301516
ENSRNOG00000055388	ENSRNOT00000083616		
ENSRNOG00000050419	ENSRNOT00000073237	Avil	79253
ENSRNOG00000033830	ENSRNOT00000051741	Slc7a12	294881
ENSRNOG00000040878	ENSRNOT00000062631		
ENSRNOG00000010659	ENSRNOT00000045443	Gabpb1	499883
ENSRNOG00000061290	ENSRNOT00000072978		
ENSRNOG00000049847	ENSRNOT00000072292	Vom1r27	494297
ENSRNOG00000049847	ENSRNOT00000072292	Vom1r27	100911644
ENSRNOG00000048958	ENSRNOT00000043523	LOC100360654	
ENSRNOG00000048958	ENSRNOT00000043523	Rpl37-ps1	
ENSRNOG00000011258	ENSRNOT00000016317	Masp2	64459
ENSRNOG00000011258	ENSRNOT00000079407	Masp2	64459
ENSRNOG00000043503	ENSRNOT00000054830	Ehd1	293692
ENSRNOG00000060110	ENSRNOT00000079829		
ENSRNOG00000016326	ENSRNOT00000022128	Cx3cl1	89808
ENSRNOG00000056868	ENSRNOT00000087820		
ENSRNOG00000059741	ENSRNOT00000085010	Tmc4	308310
ENSRNOG00000059741	ENSRNOT00000080466	Tmc4	308310
ENSRNOG00000016603	ENSRNOT00000022528	Rtn2	308410
ENSRNOG00000031506	ENSRNOT00000044711	Ftl1	100360087
ENSRNOG00000031506	ENSRNOT00000044711	LOC100360087	100360087
ENSRNOG00000051719	ENSRNOT00000079807		
ENSRNOG00000048707	ENSRNOT00000071740		
ENSRNOG00000046144	ENSRNOT00000072019	Hist1h2ail1	691496
ENSRNOG00000061840	ENSRNOT00000083001		
ENSRNOG00000060762	ENSRNOT00000084221		
ENSRNOG00000057048	ENSRNOT00000080061	Mir1b	
ENSRNOG00000041589	ENSRNOT00000063342		
ENSRNOG00000048370	ENSRNOT00000043828	Vom1r24	494311
ENSRNOG00000048370	ENSRNOT00000043828	Vom1r63	494311
ENSRNOG00000000034	ENSRNOT00000000039	Nuak2	289419
ENSRNOG00000052136	ENSRNOT00000077729		
ENSRNOG00000060751	ENSRNOT00000084113		
ENSRNOG00000048616	ENSRNOT00000075354		
ENSRNOG00000002137	ENSRNOT00000002907	Aasdh	364136
ENSRNOG00000058187	ENSRNOT00000086538		100359692
ENSRNOG00000059616	ENSRNOT00000090027		
ENSRNOG00000032039	ENSRNOT00000041380	Atp9b	291411
ENSRNOG00000032039	ENSRNOT00000090265	Atp9b	291411
ENSRNOG00000061532	ENSRNOT00000084141		
ENSRNOG00000048183	ENSRNOT00000075568	Mir328b	
ENSRNOG00000058782	ENSRNOT00000077865		295728
ENSRNOG00000024022	ENSRNOT00000039423	Ndfip2	361089
ENSRNOG00000018357	ENSRNOT00000024722	Olr853	298038
ENSRNOG00000005573	ENSRNOT00000007412	Ntn4	299737
ENSRNOG00000005573	ENSRNOT00000084185	Ntn4	299737
ENSRNOG00000015411	ENSRNOT00000020735	Apobec1	25383
ENSRNOG00000003013	ENSRNOT00000067603		
ENSRNOG00000052776	ENSRNOT00000085076		
ENSRNOG00000050790	ENSRNOT00000074796		
ENSRNOG00000012281	ENSRNOT00000016556	Adh6a	
ENSRNOG00000007997	ENSRNOT00000010349	Kmt2c	
ENSRNOG00000054253	ENSRNOT00000086818		
ENSRNOG00000060492	ENSRNOT00000081970		502125
ENSRNOG00000060492	ENSRNOT00000081970		103690190
ENSRNOG00000013563	ENSRNOT00000052226	Vom2r43	679593
ENSRNOG00000033690	ENSRNOT00000007039	Prss41	681033
ENSRNOG00000015254	ENSRNOT00000020448	Olr3	292559
ENSRNOG00000047655	ENSRNOT00000071216		
ENSRNOG00000046587	ENSRNOT00000073318	Mir193b	
ENSRNOG00000026594	ENSRNOT00000036793	LOC100909776	100909776
ENSRNOG00000056132	ENSRNOT00000085420	Olr468	406045
ENSRNOG00000023453	ENSRNOT00000089338	Lrba	
ENSRNOG00000023453	ENSRNOT00000057084	Lrba	
ENSRNOG00000023453	ENSRNOT00000023418	Lrba	
ENSRNOG00000023453	ENSRNOT00000088807	Lrba	
ENSRNOG00000023453	ENSRNOT00000088188	Lrba	
ENSRNOG00000045525	ENSRNOT00000060310		
ENSRNOG00000056647	ENSRNOT00000085229	Ascc1	294512
ENSRNOG00000004339	ENSRNOT00000005743	Yy1	24919
ENSRNOG00000029572	ENSRNOT00000045410	Apeh	24206
ENSRNOG00000015335	ENSRNOT00000020635	Rpl13	81765
ENSRNOG00000015335	ENSRNOT00000020635	Rpl13	100359922
ENSRNOG00000057811	ENSRNOT00000092041		
ENSRNOG00000054264	ENSRNOT00000087491	Nfatc3	361400
ENSRNOG00000054264	ENSRNOT00000089783	Nfatc3	361400
ENSRNOG00000019986	ENSRNOT00000060459	Pot1	500054
ENSRNOG00000019986	ENSRNOT00000079130	Pot1	500054
ENSRNOG00000019986	ENSRNOT00000080575	Pot1	500054
ENSRNOG00000012545	ENSRNOT00000016727	Olr1612	290010
ENSRNOG00000022150	ENSRNOT00000030319		
ENSRNOG00000061773	ENSRNOT00000090371		
ENSRNOG00000013748	ENSRNOT00000018500	Trem3	367215
ENSRNOG00000059094	ENSRNOT00000088266		
ENSRNOG00000020544	ENSRNOT00000064643	Sdr39u1	361044
ENSRNOG00000054530	ENSRNOT00000089976		
ENSRNOG00000034168	ENSRNOT00000040934	Gemin7	685068
ENSRNOG00000034168	ENSRNOT00000040934	Gemin7l1	685068
ENSRNOG00000030180	ENSRNOT00000050716	Lrrc10b	309208
ENSRNOG00000006419	ENSRNOT00000065752	Aven	311299
ENSRNOG00000035621	ENSRNOT00000053744	Mir135b	
ENSRNOG00000000457	ENSRNOT00000000529	Tap1	24811
ENSRNOG00000000457	ENSRNOT00000091362	Tap1	24811
ENSRNOG00000000457	ENSRNOT00000085225	Tap1	24811
ENSRNOG00000000457	ENSRNOT00000088615	Tap1	24811
ENSRNOG00000059394	ENSRNOT00000089300		
ENSRNOG00000001859	ENSRNOT00000002540	Sdf2l1	680945
ENSRNOG00000028384	ENSRNOT00000034915	Npepl1	311671
ENSRNOG00000014137	ENSRNOT00000047234	Fbln1	315191
ENSRNOG00000014137	ENSRNOT00000088042	Fbln1	315191
ENSRNOG00000025805	ENSRNOT00000035812	Ms4a14	293743
ENSRNOG00000008800	ENSRNOT00000011632	Olr1621	290020
ENSRNOG00000022274	ENSRNOT00000022327	Slc2a8	85256
ENSRNOG00000044610	ENSRNOT00000069877		
ENSRNOG00000001484	ENSRNOT00000002033	Gatsl2	304410
ENSRNOG00000011962	ENSRNOT00000016028	Gin1	316687
ENSRNOG00000011962	ENSRNOT00000077052	Gin1	316687
ENSRNOG00000011962	ENSRNOT00000076441	Gin1	316687
ENSRNOG00000011962	ENSRNOT00000087355	Gin1	316687
ENSRNOG00000015212	ENSRNOT00000020854	Hspa14	307133
ENSRNOG00000057388	ENSRNOT00000082147		
ENSRNOG00000037673	ENSRNOT00000057158	LOC100362069	
ENSRNOG00000037673	ENSRNOT00000057158	RGD1565183	
ENSRNOG00000003594	ENSRNOT00000078990	Tmem183a	289034
ENSRNOG00000003594	ENSRNOT00000005272	Tmem183a	289034
ENSRNOG00000033748	ENSRNOT00000041683		
ENSRNOG00000013379	ENSRNOT00000018050	Zfp422	360389
ENSRNOG00000054239	ENSRNOT00000080735		
ENSRNOG00000026828	ENSRNOT00000038506	Scfd2	498353
ENSRNOG00000046983	ENSRNOT00000073460		
ENSRNOG00000057380	ENSRNOT00000081416		
ENSRNOG00000003294	ENSRNOT00000004392	Cdrt4	100362817
ENSRNOG00000003549	ENSRNOT00000004895	Cnpy2	685814
ENSRNOG00000043772	ENSRNOT00000069039		
ENSRNOG00000005869	ENSRNOT00000007696		
ENSRNOG00000057094	ENSRNOT00000080145	Olr349	405393
ENSRNOG00000011861	ENSRNOT00000015974	Aadat	29416
ENSRNOG00000011861	ENSRNOT00000082392	Aadat	29416
ENSRNOG00000053749	ENSRNOT00000092202		
ENSRNOG00000051641	ENSRNOT00000077515		
ENSRNOG00000007799	ENSRNOT00000010288	Fam151a	313430
ENSRNOG00000043738	ENSRNOT00000069005		
ENSRNOG00000050082	ENSRNOT00000072310	LOC100912339	295715
ENSRNOG00000050082	ENSRNOT00000072310	Olr443	295715
ENSRNOG00000050665	ENSRNOT00000075571		
ENSRNOG00000008065	ENSRNOT00000011061	Wwc1	303039
ENSRNOG00000057764	ENSRNOT00000077975		405261
ENSRNOG00000057764	ENSRNOT00000077975		100909935
ENSRNOG00000000572	ENSRNOT00000000697	Chst3	84468
ENSRNOG00000049269	ENSRNOT00000073655	LOC685431	
ENSRNOG00000058313	ENSRNOT00000083518		
ENSRNOG00000013077	ENSRNOT00000017444	Olr360	405026
ENSRNOG00000009882	ENSRNOT00000047975	Ppp3ca	24674
ENSRNOG00000054615	ENSRNOT00000077466		
ENSRNOG00000016442	ENSRNOT00000022217	Hoxc6	252885
ENSRNOG00000051508	ENSRNOT00000078401		
ENSRNOG00000011141	ENSRNOT00000047324	Serpina11	362774
ENSRNOG00000011141	ENSRNOT00000015516	Serpina11	362774
ENSRNOG00000011782	ENSRNOT00000015956	Got2	25721
ENSRNOG00000013320	ENSRNOT00000017903	RGD1561916	500441
ENSRNOG00000049762	ENSRNOT00000073214		
ENSRNOG00000007830	ENSRNOT00000010289	Apold1	444983
ENSRNOG00000048505	ENSRNOT00000044754	Vom1r32	494284
ENSRNOG00000043229	ENSRNOT00000064531	LOC691272	691272
ENSRNOG00000032542	ENSRNOT00000046690	Rps29	
ENSRNOG00000025536	ENSRNOT00000039731	LOC100359986	
ENSRNOG00000032600	ENSRNOT00000040608	Olr375	293808
ENSRNOG00000053982	ENSRNOT00000090805		
ENSRNOG00000004423	ENSRNOT00000005849	Zfp238	64619
ENSRNOG00000035542	ENSRNOT00000053665	Mir129-2	
ENSRNOG00000001750	ENSRNOT00000002394	Chrd	117275
ENSRNOG00000013671	ENSRNOT00000029537	Vom2r9	685666
ENSRNOG00000021060	ENSRNOT00000075068	Fam187b	
ENSRNOG00000021060	ENSRNOT00000075068	LOC100909893	
ENSRNOG00000024468	ENSRNOT00000056612	Traf3ip1	363286
ENSRNOG00000024468	ENSRNOT00000081992	Traf3ip1	363286
ENSRNOG00000033503	ENSRNOT00000055947	Ldlrad2	
ENSRNOG00000059648	ENSRNOT00000091425		
ENSRNOG00000022483	ENSRNOT00000032250	Trim50	288596
ENSRNOG00000020136	ENSRNOT00000027315	Tgm1	60335
ENSRNOG00000047602	ENSRNOT00000049903	Olr260	405290
ENSRNOG00000055462	ENSRNOT00000078694		
ENSRNOG00000052492	ENSRNOT00000078886	Vom1r73	494271
ENSRNOG00000004641	ENSRNOT00000006181	Sstr4	25555
ENSRNOG00000036265	ENSRNOT00000054388	Mir488	
ENSRNOG00000059596	ENSRNOT00000082282		
ENSRNOG00000047774	ENSRNOT00000075169		
ENSRNOG00000003062	ENSRNOT00000004086	LOC679960	
ENSRNOG00000035566	ENSRNOT00000053689	Mir298	
ENSRNOG00000031960	ENSRNOT00000041344	LOC102548369	
ENSRNOG00000023433	ENSRNOT00000030726	Gata6	
ENSRNOG00000023433	ENSRNOT00000081399	Gata6	
ENSRNOG00000051524	ENSRNOT00000081608		
ENSRNOG00000021207	ENSRNOT00000059154	Lgals12	293710
ENSRNOG00000057699	ENSRNOT00000087789		
ENSRNOG00000022502	ENSRNOT00000030749	Nsrp1	303346
ENSRNOG00000021078	ENSRNOT00000028617	Olr336	405032
ENSRNOG00000017473	ENSRNOT00000080231	Ttc25	303534
ENSRNOG00000017473	ENSRNOT00000067559	Ttc25	303534
ENSRNOG00000023659	ENSRNOT00000028992	Raet1d	502217
ENSRNOG00000052954	ENSRNOT00000089637		311113
ENSRNOG00000017640	ENSRNOT00000023713		
ENSRNOG00000059997	ENSRNOT00000091172		360588
ENSRNOG00000054359	ENSRNOT00000077211	LOC100909473	494314
ENSRNOG00000054359	ENSRNOT00000077211	LOC100909473	100909473
ENSRNOG00000054359	ENSRNOT00000077211	Vom1r75	494314
ENSRNOG00000054359	ENSRNOT00000077211	Vom1r75	100909473
ENSRNOG00000043155	ENSRNOT00000048523		
ENSRNOG00000041721	ENSRNOT00000063474		
ENSRNOG00000057985	ENSRNOT00000079590		
ENSRNOG00000020117	ENSRNOT00000027258	Brms1	100911841
ENSRNOG00000020117	ENSRNOT00000027258	LOC100911841	100911841
ENSRNOG00000015695	ENSRNOT00000051452	Sult5a1	
ENSRNOG00000008782	ENSRNOT00000061139	Pnisr	297942
ENSRNOG00000043106	ENSRNOT00000066606	Btbd18	100363270
ENSRNOG00000026309	ENSRNOT00000051613	LOC100911585	312707
ENSRNOG00000026309	ENSRNOT00000051613	LOC100911585	100911585
ENSRNOG00000026309	ENSRNOT00000051613	Lrrc23	312707
ENSRNOG00000026309	ENSRNOT00000051613	Lrrc23	100911585
ENSRNOG00000015646	ENSRNOT00000020943	Olr834	298396
ENSRNOG00000051583	ENSRNOT00000086121		
ENSRNOG00000021132	ENSRNOT00000028695	Trmt112	293700
ENSRNOG00000029073	ENSRNOT00000042788	Txndc8	362525
ENSRNOG00000039434	ENSRNOT00000060427	Olr1645	290056
ENSRNOG00000009696	ENSRNOT00000012984	Mdm4	304798
ENSRNOG00000022860	ENSRNOT00000030558	Swi5	499779
ENSRNOG00000028008	ENSRNOT00000046937	Slc5a12	
ENSRNOG00000060746	ENSRNOT00000079277		
ENSRNOG00000059603	ENSRNOT00000082534		
ENSRNOG00000015230	ENSRNOT00000059845	Ermard	361485
ENSRNOG00000054915	ENSRNOT00000083685		
ENSRNOG00000054703	ENSRNOT00000079067		
ENSRNOG00000033358	ENSRNOT00000051671	LOC100909620	
ENSRNOG00000033358	ENSRNOT00000051671	LOC100910565	
ENSRNOG00000033358	ENSRNOT00000051671	RGD1564380	
ENSRNOG00000048824	ENSRNOT00000075580	Rnf165	307251
ENSRNOG00000040381	ENSRNOT00000062134	Mir759	
ENSRNOG00000051619	ENSRNOT00000085517		299266
ENSRNOG00000045738	ENSRNOT00000070967	Ak4	29223
ENSRNOG00000000392	ENSRNOT00000000441	Supv3l1	
ENSRNOG00000000392	ENSRNOT00000080773	Supv3l1	
ENSRNOG00000008700	ENSRNOT00000011608	Cryba1	25583
ENSRNOG00000055560	ENSRNOT00000091141		
ENSRNOG00000059894	ENSRNOT00000085499	Hmmr	25460
ENSRNOG00000009049	ENSRNOT00000051956	Usp11	408217
ENSRNOG00000057896	ENSRNOT00000084967		
ENSRNOG00000057954	ENSRNOT00000082134		
ENSRNOG00000001451	ENSRNOT00000001971	Fkbp6	288597
ENSRNOG00000003988	ENSRNOT00000088033	Dnajc27	298859
ENSRNOG00000003988	ENSRNOT00000005317	Dnajc27	298859
ENSRNOG00000003988	ENSRNOT00000081141	Dnajc27	298859
ENSRNOG00000057607	ENSRNOT00000088153		
ENSRNOG00000056820	ENSRNOT00000080423		
ENSRNOG00000018212	ENSRNOT00000024576	Abhd17a	299617
ENSRNOG00000016274	ENSRNOT00000021772	Zfp580	
ENSRNOG00000045743	ENSRNOT00000074209	Etnppl	687071
ENSRNOG00000023412	ENSRNOT00000029274	Tmem241	680558
ENSRNOG00000054923	ENSRNOT00000082051		
ENSRNOG00000013198	ENSRNOT00000017615	Olr377	293810
ENSRNOG00000003723	ENSRNOT00000005059	Wdr26	498301
ENSRNOG00000055104	ENSRNOT00000084472		
ENSRNOG00000030316	ENSRNOT00000043774		
ENSRNOG00000055703	ENSRNOT00000083760		
ENSRNOG00000051987	ENSRNOT00000087696		
ENSRNOG00000028442	ENSRNOT00000008636		
ENSRNOG00000046549	ENSRNOT00000072265		
ENSRNOG00000058463	ENSRNOT00000084440		
ENSRNOG00000049342	ENSRNOT00000060304	LOC100359587	
ENSRNOG00000050569	ENSRNOT00000041974	Olr217	293364
ENSRNOG00000058249	ENSRNOT00000077604	Pgk1	24644
ENSRNOG00000058249	ENSRNOT00000085653	Pgk1	24644
ENSRNOG00000054360	ENSRNOT00000087834		312727
ENSRNOG00000045850	ENSRNOT00000074837		
ENSRNOG00000015596	ENSRNOT00000021168	Efhd1	501181
ENSRNOG00000018840	ENSRNOT00000025499	Rnf40	266712
ENSRNOG00000026225	ENSRNOT00000031345	Tas2r138	500091
ENSRNOG00000045775	ENSRNOT00000071411	Rnpepl1	684035
ENSRNOG00000027510	ENSRNOT00000030442	Tas2r134	295589
ENSRNOG00000055012	ENSRNOT00000081249		114217
ENSRNOG00000055012	ENSRNOT00000081249		100910779
ENSRNOG00000057373	ENSRNOT00000078763		
ENSRNOG00000009135	ENSRNOT00000068499		500007
ENSRNOG00000027547	ENSRNOT00000029187	RGD1562165	
ENSRNOG00000056643	ENSRNOT00000084126		
ENSRNOG00000046700	ENSRNOT00000074851	RGD1307782	688407
ENSRNOG00000046700	ENSRNOT00000074851	Wbscr27	688407
ENSRNOG00000046648	ENSRNOT00000075355	LOC100910500	100910500
ENSRNOG00000046648	ENSRNOT00000075355	LOC100910500	100910640
ENSRNOG00000046648	ENSRNOT00000075355	LOC100910640	100910500
ENSRNOG00000046648	ENSRNOT00000075355	LOC100910640	100910640
ENSRNOG00000035570	ENSRNOT00000053693	Mir130a	
ENSRNOG00000024603	ENSRNOT00000029791	Rps15	29285
ENSRNOG00000003719	ENSRNOT00000004948	Atpaf2	303190
ENSRNOG00000021016	ENSRNOT00000028524	Ntn5	308587
ENSRNOG00000054895	ENSRNOT00000078377		
ENSRNOG00000012434	ENSRNOT00000065827	Zfp598	287119
ENSRNOG00000032004	ENSRNOT00000049175	Cyp2b21	292728
ENSRNOG00000005431	ENSRNOT00000007200	Olr816	405134
ENSRNOG00000020377	ENSRNOT00000027612	Cideb	364388
ENSRNOG00000024707	ENSRNOT00000055398	Tp73	362675
ENSRNOG00000004699	ENSRNOT00000006203	Fibin	499856
ENSRNOG00000059370	ENSRNOT00000089426		
ENSRNOG00000023376	ENSRNOT00000039377	Riok3	361293
ENSRNOG00000002144	ENSRNOT00000090470	Exoc1	305287
ENSRNOG00000002144	ENSRNOT00000091230	Exoc1	305287
ENSRNOG00000002144	ENSRNOT00000059814	Exoc1	305287
ENSRNOG00000059422	ENSRNOT00000077983		
ENSRNOG00000054343	ENSRNOT00000088667		
ENSRNOG00000006142	ENSRNOT00000008327	Tmem8c	296601
ENSRNOG00000025094	ENSRNOT00000034560	Gpr183	679975
ENSRNOG00000019253	ENSRNOT00000041815	Bcar1	25414
ENSRNOG00000019253	ENSRNOT00000058891	Bcar1	25414
ENSRNOG00000059610	ENSRNOT00000084040		
ENSRNOG00000055133	ENSRNOT00000090864		
